,vendor,date_min,date_max, date_evo_min, date_evo_max,exact_Evo,exact_SR,exact_c9,hamming_SR,hamming_evo,hamming_c9,three_mkt,h_three_mkt,two_mkt,h_two_mkt,all_mkt,h_all_mkt,ag_and_dead_market,ag_and_evo_market,h_ag_only
872,greenstreet,2014-08-03,2015-07-07, 2014-08-01, 2015-03-23,1.0,,,0,1,0,,0,,1,,0,0,1,0
873,thegreenhouse,2014-12-01,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
874,medicalweed,2014-11-16,2015-04-30,,,,,,0,0,0,,0,,0,,0,0,0,1
875,sweshroom,2014-02-18,2015-01-21, 2014-07-03, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
876,acapulcogold420,2014-04-24,2015-03-22,,,,,,0,0,0,,0,,0,,0,0,0,1
877,nebulin,2014-07-18,2015-04-30,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
878,humboldtherbs,2014-10-06,2015-05-21,,,,,,0,0,0,,0,,0,,0,0,0,1
879,kush2push,2014-04-06,2014-11-03, 2014-06-09, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
880,sageofsixpaths,2014-07-18,2014-09-15,,,,,,0,0,0,,0,,0,,0,0,0,1
881,towelie,2014-04-24,2014-11-06,,,,,,0,0,0,,0,,0,,0,0,0,1
882,ukbtc,2014-07-26,2014-11-19,,,,,,0,1,1,,1,,1,,0,0,1,0
883,tim2001,2014-08-14,2014-11-25,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
884,righteous,2014-01-16,2015-07-07, 2014-08-01, 2015-01-09,1.0,,,1,1,0,,1,,1,,0,0,1,0
885,mysticridethroughgalaxy,2014-12-30,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
886,pandadirect,2015-01-21,2015-01-28,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
887,luckys,2014-11-10,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
888,bisto,2014-02-23,2015-07-07, 2014-06-09, 2014-11-13,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
889,battista,2014-06-11,2015-07-07, 2014-06-09, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
890,skatingpot,2014-08-03,2014-12-06, 2014-06-09, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
891,earthworld777,2014-05-24,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
892,deweed,2014-05-24,2014-12-23, 2014-06-09, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
893,sargon,2015-03-22,2015-07-07, 2014-12-27, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
894,citra-evo,2015-03-22,2015-06-15,,,,,,0,0,0,,0,,0,,0,0,0,1
895,rxchemist,2014-06-01,2015-07-07, 2014-08-03, 2014-10-02,1.0,,,0,1,0,,0,,1,,0,0,1,0
896,domesticmolly,2014-11-24,2015-06-22, 2014-10-06, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
897,hightimes,2014-04-06,2014-10-22, 2014-06-09, 2015-03-24,1.0,,,1,1,0,,1,,1,,0,0,1,0
898,purplechemists,2014-07-21,2015-01-16, 2014-07-06, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
899,only,2014-04-06,2015-07-07, 2014-06-09, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
900,mrniceguy007,2014-01-09,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
901,trevorphilipsenterprises,2014-06-01,2014-11-13,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
902,sweetspot,2014-09-15,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
903,myconnect,2014-06-19,2014-11-28,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
904,madeincanada,2014-10-06,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
905,seeds_co,2014-04-06,2014-11-11,,,,,,0,0,0,,0,,0,,0,0,0,1
906,astronomicat,2014-07-18,2015-05-21, 2015-02-21, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
907,laflamablanca101,2014-12-03,2015-01-08, 2014-10-10, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
908,bigdeal100,2014-03-06,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
909,thegratefuldeadfamily,2014-08-03,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
910,pastperfect,2014-05-16,2015-07-07, 2014-07-15, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
911,crazedchemist,2014-10-25,2015-06-30, 2014-10-10, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
912,sc13nce,2015-03-22,2015-07-07,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
913,justrelax,2014-05-31,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
914,meyerlansky2,2014-04-24,2015-07-07, 2014-06-09, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
915,novaspeed,2014-04-24,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
916,leftovers,2014-08-14,2015-01-15,,,,,,0,0,0,,0,,0,,0,0,0,1
917,enki,2014-01-16,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
918,meltdown,2014-04-24,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
919,medright,2014-05-06,2015-02-24,,,,,,0,0,0,,0,,0,,0,0,0,1
920,p3z,2014-02-23,2014-11-01,,,,,,0,0,0,,0,,0,,0,0,0,1
921,montfort,2014-10-09,2015-07-07, 2014-11-25, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
922,thexchange,2014-02-24,2015-03-30,,,,,,0,0,0,,0,,0,,0,0,0,1
923,canadadirect,2014-05-03,2014-07-29,,,,,,0,0,0,,0,,0,,0,0,0,1
924,colorado,2014-02-28,2015-05-15, 2014-08-14, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
925,007,2014-05-31,2014-06-19,,,,,,0,0,0,,0,,0,,0,0,0,1
926,docanderson88,2014-07-18,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
927,amsterdamwtc,2014-09-22,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
928,nouveauest,2014-06-03,2014-11-27, 2014-08-14, 2015-01-09,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
929,godspeed,2014-02-23,2014-12-01, 2014-06-09, 2014-12-17,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
930,packstation24,2014-09-22,2014-11-03, 2014-08-25, 2014-10-06,1.0,,,0,1,0,,0,,1,,0,0,1,0
931,richierich,2014-02-28,2014-12-15,,,,,,0,0,0,,0,,0,,0,0,0,1
932,bigbudsforyou,2014-08-03,2015-03-30,,,,,,0,0,0,,0,,0,,0,0,0,1
933,misssunshine,2014-05-16,2014-10-19,,,,,,0,0,0,,0,,0,,0,0,0,1
934,nikkimanaj,2014-03-03,2015-03-16,,,,,,0,0,0,,0,,0,,0,0,0,1
935,subprime,2014-01-16,2014-08-03,,,,,,0,0,0,,0,,0,,0,0,0,1
936,medicalrc,2014-06-01,2014-11-03, 2014-06-09, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
937,saint_symbiosis,2014-02-10,2015-07-07,,,,,,1,0,0,,0,,1,,0,1,0,0
938,nibbler,2014-01-16,2015-06-11, 2014-06-09, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
939,friendlyfiend,2014-05-03,2014-11-11,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
940,evangitis,2014-07-18,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
941,solidseller,2014-09-26,2015-05-29, 2014-08-01, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
942,dutchdope,2014-01-01,2014-08-14,,,,1.0,1.0,1,0,1,,1,,1,,0,1,0,0
943,daydreamer33,2014-04-06,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
944,streetlord,2014-03-06,2014-04-26,,,,,,0,0,0,,0,,0,,0,0,0,1
945,hackthegibson,2014-02-23,2015-07-07, 2014-06-09, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
946,medex,2014-02-23,2014-12-20,,,,,,0,0,0,,0,,0,,0,0,0,1
947,candyman,2014-01-26,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
948,koptevo,2014-02-23,2015-07-07, 2014-06-09, 2015-01-09,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
949,kwikeemart,2014-02-23,2014-08-14, 2014-06-09, 2014-08-16,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
950,i_dont_know,2014-02-23,2015-07-01,,,,,,0,0,0,,0,,0,,0,0,0,1
951,amsterdamngood,2014-01-01,2015-02-01,,,,,,0,0,0,,0,,0,,0,0,0,1
952,snowball_ii,2014-04-06,2014-05-03,,,,,,0,0,0,,0,,0,,0,0,0,1
953,0.28000000,BBMC,BBMC,,,,,,0,0,0,,0,,0,,0,0,0,1
954,americaondrugs,2014-03-06,2014-04-06,,,,,,0,0,0,,0,,0,,0,0,0,1
955,kratas,2014-02-28,2014-11-03, 2014-06-09, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
956,pharmacy,2014-02-28,2014-11-03,,,,,,1,0,0,,0,,1,,0,1,0,0
957,adventure_time!,2014-04-06,2015-06-07,,,,,,1,0,0,,0,,1,,0,1,0,0
958,starrynight,2014-02-02,2015-03-13, 2014-12-02, 2014-12-13,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
959,band-aid,2014-03-03,2015-04-30,,,,,,0,0,0,,0,,0,,0,0,0,1
960,getbtc,2014-06-22,2015-03-25, 2014-06-09, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
961,doncamillo,2014-08-27,2014-11-25,,,,,,0,0,0,,0,,0,,0,0,0,1
962,products4you,2014-01-01,2015-01-16,,,,,,0,0,0,,0,,0,,0,0,0,1
963,uk.shrooms,2014-09-20,2015-03-30,,,,,,0,0,0,,0,,0,,0,0,0,1
964,highindemand,2014-11-07,2015-02-21,,,,,,0,0,0,,0,,0,,0,0,0,1
965,toysoldiers,2014-02-05,2015-03-27,,,,,,0,0,0,,0,,0,,0,0,0,1
966,cola,2014-01-26,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
967,ermahgerddrugs,2014-01-26,2014-04-26,,,,,,0,0,0,,0,,0,,0,0,0,1
968,gearheadsr,2014-01-26,2014-08-14,,,,,,0,0,0,,0,,0,,0,0,0,1
969,weednation,2014-02-23,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
970,caliconnect,2014-02-23,2014-05-16,,,,,,0,0,0,,0,,0,,0,0,0,1
971,homegrown,2014-02-23,2014-10-04, 2014-06-09, 2014-09-15,1.0,,,1,1,0,,1,,1,,0,0,1,0
972,grimreaper,2014-05-24,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
973,ebay,2014-04-06,2015-06-26,,,,,,0,0,0,,0,,0,,0,0,0,1
974,theheineken,2014-02-23,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
975,smileypostman,2015-03-25,2015-06-11,,,,,,0,0,0,,0,,0,,0,0,0,1
976,420tqc,2015-01-29,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
977,ickysticky,2015-02-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
978,missgreen,2014-02-18,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
979,pinky,2014-01-09,2014-07-18,,,,,,0,0,0,,0,,0,,0,0,0,1
980,aussiequantomics,2014-02-23,2014-10-22,,,,,,0,0,0,,0,,0,,0,0,0,1
981,deepbay,2015-01-21,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
982,morespace,2014-01-16,2014-11-08, 2014-06-11, 2014-11-19,1.0,,,0,1,0,,0,,1,,0,0,1,0
983,lex,2014-05-31,2014-06-01,,,,,,1,0,1,,1,,1,,0,1,0,0
984,lunac,2014-02-23,2014-09-15,,,,,,0,0,0,,0,,0,,0,0,0,1
985,citylights,2014-01-01,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
986,freestylerfreak13a,2014-01-01,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
987,hamsteranfetoso,2014-02-23,2014-07-18,,,,,,0,0,0,,0,,0,,0,0,0,1
988,zxenonx,2014-01-16,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
989,thebartender,2014-01-01,2015-07-07,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
990,cannabiswholesale,2014-02-23,2014-04-26,,,,,,0,0,0,,0,,0,,0,0,0,1
991,mountain,2014-01-26,2015-06-15,,,,,,0,0,0,,0,,0,,0,0,0,1
992,methylonde,2014-01-01,2014-12-26,,,,,,0,0,0,,0,,0,,0,0,0,1
993,kleo,2015-05-31,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
994,baronjoy,2015-04-27,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
995,synester,2014-10-29,2015-07-07, 2014-06-09, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
996,the_lynx,2014-02-23,2014-05-06,,,,,,0,0,0,,0,,0,,0,0,0,1
997,strayasfinest,2014-12-03,2015-04-14, 2015-01-02, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
998,renegade,2014-02-28,2015-04-02,,,,,,0,0,0,,0,,0,,0,0,0,1
999,tranzcentral,2014-01-26,2015-06-20,,,,,,0,0,0,,0,,0,,0,0,0,1
1000,ritex,2014-01-09,2014-06-22, 2014-06-09, 2014-09-15,1.0,,,0,1,0,,0,,1,,0,0,1,0
1001,3dames,2014-01-01,2014-12-15,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
1002,mandala,2014-01-01,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
1003,farma.cist,2014-12-01,2015-05-28,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
1004,aussieherbalsmoke,2014-03-01,2014-12-26,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
1005,australianhash,2014-04-24,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1006,keno13,2014-01-26,2014-11-03, 2014-06-09, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
1007,sir-acab,2014-02-05,2015-06-20,,,,,,0,0,0,,0,,0,,0,0,0,1
1008,harveynorman,2014-10-03,2015-07-07, 2014-12-24, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
1009,dmtnexus,2014-01-01,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
1010,zya,2014-01-01,2014-05-31,,,,,,0,0,0,,0,,0,,0,0,0,1
1011,realpassagesmalibu,2014-03-03,2014-03-18,,,,,,0,0,0,,0,,0,,0,0,0,1
1012,theassociates,2014-03-01,2015-06-22,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
1013,mr_nice_guy,2014-02-23,2014-03-18,,,,,,0,0,0,,0,,0,,0,0,0,1
1014,starlight,2014-02-23,2015-07-07,,,,1.0,1.0,1,0,1,,1,,1,,0,1,0,0
1015,californiadreamin,2014-01-01,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
1016,flaxceed,2014-01-26,2014-09-15, 2014-06-09, 2014-09-21,1.0,,,0,1,0,,0,,1,,0,0,1,0
1017,althea,2014-01-01,2015-06-02,,,,,,0,0,0,,0,,0,,0,0,0,1
1018,asianvixen,2014-05-06,2014-12-07,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
1019,walmartsupercenter,2014-03-18,2014-07-29,,,,,,0,0,0,,0,,0,,0,0,0,1
1020,missbliss,2014-02-24,2014-11-03,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
1021,maxmustermann,2014-02-18,2014-05-24,,,,,,0,0,0,,0,,0,,0,0,0,1
1022,rastainpeace,2014-07-29,2015-01-29,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
1023,cashco,2014-03-03,2015-07-07,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
1024,euhighz,2014-01-01,2014-06-01,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
1025,aaapee911,2014-01-01,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1026,cokedirectuk,2014-02-23,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1027,hank_scorpio,2015-04-25,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1028,sinmac1906,2014-12-12,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1029,scorpionvenomdmt,2015-05-31,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1030,gnosis,2014-10-25,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1031,supplyanddemand,2014-03-03,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1032,seattlesbestcannabis,2014-07-26,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1033,charliewhite,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1034,xonestopshopx,2015-06-30,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1035,brownjames,2014-06-01,2015-07-07, 2015-02-21, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
1036,shroomson,2014-05-16,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1037,thedigital,2015-03-07,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1038,dutchdelights,2015-02-16,2015-07-07, 2015-02-21, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
1039,supersolid,2014-08-14,2015-07-07, 2014-11-13, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
1040,ozconnection,2014-05-16,2015-07-07, 2014-07-26, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
1041,svnslick,2015-04-04,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1042,ringodeathstarr,2014-02-23,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1043,dmtme,2015-06-07,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1044,subs4daze,2014-02-28,2015-07-04, 2014-10-31, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
1045,tom_and_jerry,2014-06-11,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1046,drxanax,2015-05-15,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1047,brickbank,2015-05-03,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1048,charliebrownco.,2015-06-01,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1049,gandalfsgearnz,2014-12-01,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1050,qualitywhite,2015-03-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1051,kaesefritz_ger,2014-08-03,2015-07-07, 2014-07-20, 2014-12-04,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
1052,lion,2014-01-09,2015-07-01, 2014-06-09, 2015-01-04,1.0,,,0,1,0,,0,,1,,0,0,1,0
1053,missjessica,2014-04-24,2015-07-07, 2014-07-14, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
1054,cosmicbites,2014-05-24,2015-06-28, 2014-11-07, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
1055,kriminale2,2014-10-04,2015-06-26,,,,,,1,1,0,,1,,1,,0,0,1,0
1056,canadiansupply,2014-07-18,2015-05-21,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
1057,ganjadoctor,2015-03-22,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1058,maisonfondee,2015-06-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1059,pacman4000,2015-04-25,2015-05-28,,,,,,0,0,0,,0,,0,,0,0,0,1
1060,psystorm,2015-03-13,2015-07-07, 2014-07-15, 2015-03-26,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
1061,morfar1864,2015-03-16,2015-05-10,,,,,,0,0,0,,0,,0,,0,0,0,1
1062,ace.of.spades,2014-12-18,2015-06-20,,,,,,0,0,0,,0,,0,,0,0,0,1
1063,ts420,2015-03-30,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1064,quicklick,2015-02-05,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1065,oase,2014-11-19,2015-07-07, 2014-09-06, 2014-09-15,1.0,,,0,1,0,,0,,1,,0,0,1,0
1066,thestimguy,2015-03-25,2015-06-20,,,,,,0,0,0,,0,,0,,0,0,0,1
1067,thedarkl0rd,2015-03-29,2015-05-16,,,,,,0,1,0,,0,,1,,0,0,1,0
1068,c63amgsr,2014-09-05,2015-05-21,,,,,,0,0,0,,0,,0,,0,0,0,1
1069,bulkdealer,2015-04-12,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1070,etizolam,2015-02-19,2015-06-20, 2014-12-24, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
1071,usa-to-usa-drugstore,2015-03-03,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1072,aussieprime,2014-02-23,2015-07-07, 2014-06-16, 2015-03-24,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
1073,bigpharma,2015-04-09,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1074,pharma-deal,2015-03-27,2015-07-07, 2015-03-26, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
1075,hurryupandbuy,2015-01-23,2015-07-07, 2015-02-21, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
1076,thelittleguys,2014-04-06,2015-07-07, 2014-06-09, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
1077,bob-bitchin,2014-02-23,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1078,higherstandards,2014-11-11,2015-06-15,,,,,,0,0,0,,0,,0,,0,0,0,1
1079,dutchmagic,2014-02-23,2015-05-13, 2014-06-29, 2015-03-26,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
1080,xzirbeldruesex,2015-03-29,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1081,vladdyrs,2014-06-16,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1082,aracay,2014-07-05,2015-07-07, 2014-06-09, 2015-03-24,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
1083,dutchelite,2014-07-18,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1084,effacable,2015-02-17,2015-04-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1085,ausmate,2014-02-02,2015-07-07, 2014-06-09, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
1086,tony_montana,2015-01-04,2015-04-25,,,,,,0,0,0,,0,,0,,0,0,0,1
1087,cdarwin,2014-11-08,2015-07-07, 2014-11-08, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
1088,legal_eyes,2014-06-16,2015-03-13,,,,,,0,0,0,,0,,0,,0,0,0,1
1089,mr.lewis,2014-02-23,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1090,highendd,2014-02-02,2015-06-22, 2014-12-02, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
1091,heizzenberg,2015-04-27,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1092,goodcitizensau,2015-04-03,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1093,freshtouch,2014-03-01,2015-06-30, 2015-02-21, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
1094,thepowderguy,2014-11-01,2015-04-02, 2014-11-29, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
1095,iesource,2014-08-27,2015-03-19,,,,,,0,0,0,,0,,0,,0,0,0,1
1096,budgetstoreuk,2014-12-06,2015-07-07, 2015-01-09, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
1097,sweettganjababe,2014-05-06,2015-07-07, 2014-11-19, 2015-01-09,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
1098,concentrate-dealer,2014-10-31,2015-04-02,,,,,,0,0,0,,0,,0,,0,0,0,1
1099,medsxpress,2015-01-23,2015-07-07, 2015-03-26, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
1100,cali_kush,2014-06-11,2015-07-07, 2014-10-04, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
1101,fractaldrift,2015-02-13,2015-06-07, 2015-02-21, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
1102,libertyscales,2014-11-21,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1103,budbrother,2014-01-01,2015-06-22, 2014-11-08, 2015-03-26,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
1104,karmalab,2015-03-25,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
1105,richporter,2014-02-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1106,supremepaper,2014-09-29,2015-06-07, 2014-08-26, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
1107,vanillasky,2014-01-01,2015-07-07, 2014-12-19, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
1108,updownandallaround,2014-11-18,2015-05-13,,,,,,0,0,0,,0,,0,,0,0,0,1
1109,drmckay,2015-01-28,2015-02-19,,,,,,0,0,0,,0,,0,,0,0,0,1
1110,dragoncove,2014-04-24,2015-04-30, 2014-06-09, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
1111,theleanzebra,2015-02-11,2015-05-21,,,,,,0,0,0,,0,,0,,0,0,0,1
1112,bestman365,2014-04-06,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1113,panoramix,2014-12-23,2015-07-07, 2014-12-23, 2015-03-26,1.0,,,1,1,0,,1,,1,,0,0,1,0
1114,eurorxx,2015-03-07,2015-04-02,,,,,,0,1,0,,0,,1,,0,0,1,0
1115,studydrugsuk,2014-11-14,2015-06-04, 2014-12-13, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
1116,greenblvd,2014-04-24,2015-07-07, 2014-10-29, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
1117,socal_connect,2014-10-25,2015-07-07, 2014-06-09, 2015-01-09,1.0,,,1,1,0,,1,,1,,0,0,1,0
1118,general_store,2014-07-18,2015-05-15,,,,,,0,0,0,,0,,0,,0,0,0,1
1119,planetarium,2014-10-17,2015-03-29,,,,,,0,0,0,,0,,0,,0,0,0,1
1120,starbuy,2014-08-30,2015-06-04, 2014-08-20, 2015-03-26,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
1121,moggymoo,2014-12-12,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
1122,buddys,2014-06-01,2015-07-07, 2014-07-05, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
1123,instagram,2015-02-02,2015-02-13, 2014-08-29, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
